studyName,"Datetime GMT","Latitude dec. deg. (º)","Longitude dec. deg. (º)","Depth (m)","Phosphate (µmol/L)","Silicate (µmol/L)","Nitrite and Nitrate (µmol/L)"
PAL1112,"2012-01-05 00:00:00",-64.7795,-64.0725,10,1.02188552188552,65.0457142857143,19.4804278
PAL1112,"2012-01-05 00:00:00",-64.7795,-64.0725,20,1.13468013468013,63.6171428571429,21.9399728
PAL1112,"2012-01-05 00:00:00",-64.7795,-64.0725,30,1.1969696969697,63.6171428571429,22.8560848
PAL1112,"2012-01-05 00:00:00",-64.7795,-64.0725,40,1.17845117845118,65.9028571428571,24.4871702
PAL1112,"2012-01-05 00:00:00",-64.7795,-64.0725,50,1.32828282828283,64.4742857142857,25.1970728
PAL1112,"2012-01-09 00:00:00",-64.8138333,-64.04166667,0,0.831649831649832,63.9028571428571,16.602679712
PAL1112,"2012-01-09 00:00:00",-64.8138333,-64.04166667,5,0.976430976430976,63.3314285714286,18.3914288
PAL1112,"2012-01-09 00:00:00",-64.8138333,-64.04166667,10,0.898989898989899,63.0457142857143,15.74816255
PAL1112,"2012-01-09 00:00:00",-64.8138333,-64.04166667,20,1.24074074074074,63.6171428571429,24.0175238
PAL1112,"2012-01-09 00:00:00",-64.8138333,-64.04166667,35,1.45791245791246,72.1885714285714,28.1018792
PAL1112,"2012-01-09 00:00:00",-64.8138333,-64.04166667,50,1.63468013468013,81.0457142857143,30.856255
PAL1112,"2012-01-09 00:00:00",-64.8138333,-64.04166667,65,1.69023569023569,85.3314285714286,31.6226608
PAL1112,"2012-01-09 00:00:00",-64.7795,-64.0725,0,0.762626262626263,63.0457142857143,13.71504455
PAL1112,"2012-01-09 00:00:00",-64.7795,-64.0725,5,0.762626262626263,63.9028571428571,13.91509655
PAL1112,"2012-01-09 00:00:00",-64.7795,-64.0725,10,0.666666666666667,63.9028571428571,14.885429798
PAL1112,"2012-01-09 00:00:00",-64.7795,-64.0725,20,1.22222222222222,65.0457142857143,22.8560848
PAL1112,"2012-01-09 00:00:00",-64.7795,-64.0725,30,1.35016835016835,68.1885714285714,25.4351558
PAL1112,"2012-01-09 00:00:00",-64.7795,-64.0725,40,1.45622895622896,72.76,27.6105008
PAL1112,"2012-01-09 00:00:00",-64.7795,-64.0725,50,1.52693602693603,73.0457142857143,28.5961552
PAL1112,"2012-01-12 00:00:00",-64.7795,-64.0725,0,0.888888888888889,63.6171428571429,16.897255
PAL1112,"2012-01-12 00:00:00",-64.7795,-64.0725,5,0.755892255892256,64.1885714285714,16.876166822
PAL1112,"2012-01-12 00:00:00",-64.7795,-64.0725,10,0.956228956228956,65.3314285714286,17.490665048
PAL1112,"2012-01-12 00:00:00",-64.7795,-64.0725,30,1.55892255892256,78.4742857142857,29.0933288
PAL1112,"2012-01-12 00:00:00",-64.7795,-64.0725,20,1.04040404040404,68.4742857142857,24.9597142
PAL1112,"2012-01-12 00:00:00",-64.7795,-64.0725,40,1.66315789473684,84.7966666666667,30.0011566
PAL1112,"2012-01-12 00:00:00",-64.7795,-64.0725,50,1.70877192982456,86.13,29.74956
PAL1112,"2012-01-12 00:00:00",-64.8138333,-64.04166667,0,1.25614035087719,69.4633333333333,22.9310784
PAL1112,"2012-01-12 00:00:00",-64.8138333,-64.04166667,5,1.2859649122807,66.4633333333333,24.3554064
PAL1112,"2012-01-12 00:00:00",-64.8138333,-64.04166667,10,1.30526315789474,70.4633333333333,24.83464
PAL1112,"2012-01-12 00:00:00",-64.8138333,-64.04166667,20,1.10701754385965,73.13,26.7738624
PAL1112,"2012-01-12 00:00:00",-64.8138333,-64.04166667,35,1.60877192982456,76.7966666666667,31.013115
PAL1112,"2012-01-12 00:00:00",-64.8138333,-64.04166667,50,1.65964912280702,79.7966666666667,30.7592896
PAL1112,"2012-01-12 00:00:00",-64.8138333,-64.04166667,65,1.73859649122807,88.13,32.0339886
PAL1112,"2012-01-16 00:00:00",-64.8138333,-64.04166667,0,1.05087719298246,64.7966666666667,20.6017744
PAL1112,"2012-01-16 00:00:00",-64.8138333,-64.04166667,5,1.05789473684211,65.4633333333333,20.3719086
PAL1112,"2012-01-16 00:00:00",-64.8138333,-64.04166667,10,1.04385964912281,67.13,20.3719086
PAL1112,"2012-01-16 00:00:00",-64.8138333,-64.04166667,20,1.27017543859649,71.4633333333333,28.7487456
PAL1112,"2012-01-16 00:00:00",-64.8138333,-64.04166667,35,1.6719298245614,81.4633333333333,31.5224374
PAL1112,"2012-01-16 00:00:00",-64.8138333,-64.04166667,50,1.45087719298246,85.4633333333333,32.0339886
PAL1112,"2012-01-16 00:00:00",-64.8138333,-64.04166667,65,1.73157894736842,84.7966666666667,32.2906
PAL1112,"2012-01-16 00:00:00",-64.7795,-64.0725,0,0.798245614035088,65.7966666666667,17.790821376
PAL1112,"2012-01-16 00:00:00",-64.7795,-64.0725,5,0.971929824561403,66.13,18.913961976
PAL1112,"2012-01-16 00:00:00",-64.7795,-64.0725,10,1.05087719298246,68.4633333333333,20.3719086
PAL1112,"2012-01-16 00:00:00",-64.7795,-64.0725,20,1.51578947368421,75.4633333333333,28.2516816
PAL1112,"2012-01-16 00:00:00",-64.7795,-64.0725,30,1.51754385964912,78.13,29.2480384
PAL1112,"2012-01-16 00:00:00",-64.7795,-64.0725,40,1.56842105263158,76.7966666666667,28.499935
PAL1112,"2012-01-16 00:00:00",-64.7795,-64.0725,50,1.64912280701754,82.7966666666667,30.0011566
PAL1112,"2012-01-19 00:00:00",-64.8138333,-64.04166667,0,1.14912280701754,69.13,21.7594614
PAL1112,"2012-01-19 00:00:00",-64.8138333,-64.04166667,5,0.801754385964912,48.7966666666667,14.012235994
PAL1112,"2012-01-19 00:00:00",-64.8138333,-64.04166667,10,1.20175438596491,71.7966666666667,23.4036256
PAL1112,"2012-01-19 00:00:00",-64.8138333,-64.04166667,20,1.18771929824561,70.7966666666667,22.9310784
PAL1112,"2012-01-19 00:00:00",-64.8138333,-64.04166667,35,1.14385964912281,75.7966666666667,24.83464
PAL1112,"2012-01-19 00:00:00",-64.8138333,-64.04166667,50,1.40350877192982,83.13,30.0011566
PAL1112,"2012-01-19 00:00:00",-64.8138333,-64.04166667,65,1.65964912280702,83.13,30.5060214
PAL1112,"2012-01-19 00:00:00",-64.7795,-64.0725,0,1.20175438596491,70.13,22.46076
PAL1112,"2012-01-19 00:00:00",-64.7795,-64.0725,5,1.02982456140351,71.7966666666667,22.6956406
PAL1112,"2012-01-19 00:00:00",-64.7795,-64.0725,10,1.21228070175439,70.4633333333333,23.640735
PAL1112,"2012-01-19 00:00:00",-64.7795,-64.0725,20,1.27017543859649,70.13,24.3554064
PAL1112,"2012-01-19 00:00:00",-64.7795,-64.0725,30,1.31578947368421,74.7966666666667,25.0750926
PAL1112,"2012-01-19 00:00:00",-64.7795,-64.0725,40,1.38070175438596,78.4633333333333,26.5295094
PAL1112,"2012-01-19 00:00:00",-64.7795,-64.0725,50,1.19298245614035,72.4633333333333,23.1670734
PAL1112,"2012-01-23 00:00:00",-64.8138333,-64.04166667,0,1.07368421052632,69.4633333333333,22.2264366
PAL1112,"2012-01-23 00:00:00",-64.8138333,-64.04166667,5,1.14385964912281,70.13,22.2264366
PAL1112,"2012-01-23 00:00:00",-64.8138333,-64.04166667,10,1.05964912280702,72.13,24.1166254
PAL1112,"2012-01-23 00:00:00",-64.8138333,-64.04166667,20,1.35614035087719,76.13,25.5576694
PAL1112,"2012-01-23 00:00:00",-64.8138333,-64.04166667,35,1.65964912280702,79.4633333333333,30.5060214
PAL1112,"2012-01-23 00:00:00",-64.8138333,-64.04166667,50,1.72982456140351,85.7966666666667,31.5224374
PAL1112,"2012-01-23 00:00:00",-64.8138333,-64.04166667,65,1.26140350877193,89.13,31.7779344
PAL1112,"2012-01-23 00:00:00",-64.7795,-64.0725,0,1.1140350877193,68.4633333333333,22.2264366
PAL1112,"2012-01-23 00:00:00",-64.7795,-64.0725,5,1.13333333333333,69.13,22.46076
PAL1112,"2012-01-23 00:00:00",-64.7795,-64.0725,10,1.15087719298246,76.13,23.1670734
PAL1112,"2012-01-23 00:00:00",-64.7795,-64.0725,20,1.26491228070175,75.13,24.83464
PAL1112,"2012-01-23 00:00:00",-64.7795,-64.0725,30,1.49122807017544,78.7966666666667,27.7568464
PAL1112,"2012-01-23 00:00:00",-64.7795,-64.0725,40,1.64912280701754,84.7966666666667,31.013115
PAL1112,"2012-01-23 00:00:00",-64.7795,-64.0725,50,1.70350877192982,85.7966666666667,31.2674976
PAL1112,"2012-01-26 00:00:00",-64.8138333,-64.04166667,0,1.20175438596491,70.4633333333333,23.4036256
PAL1112,"2012-01-26 00:00:00",-64.8138333,-64.04166667,5,1.19824561403509,70.13,23.1670734
PAL1112,"2012-01-26 00:00:00",-64.8138333,-64.04166667,10,1.21578947368421,70.13,23.4036256
PAL1112,"2012-01-26 00:00:00",-64.8138333,-64.04166667,20,1.33684210526316,42.4633333333333,28.9981134
PAL1112,"2012-01-26 00:00:00",-64.8138333,-64.04166667,35,1.71754385964912,87.13,31.5224374
PAL1112,"2012-01-26 00:00:00",-64.8138333,-64.04166667,50,1.75614035087719,91.13,32.5477686
PAL1112,"2012-01-26 00:00:00",-64.8138333,-64.04166667,65,1.78421052631579,91.7966666666667,32.8054944
PAL1112,"2012-01-26 00:00:00",-64.7795,-64.0725,0,1.1140350877193,71.13,21.9926704
PAL1112,"2012-01-26 00:00:00",-64.7795,-64.0725,5,1.17368421052632,68.13,22.6956406
PAL1112,"2012-01-26 00:00:00",-64.7795,-64.0725,10,1.19649122807018,70.13,22.9310784
PAL1112,"2012-01-26 00:00:00",-64.7795,-64.0725,20,1.53684210526316,78.4633333333333,28.499935
PAL1112,"2012-01-26 00:00:00",-64.7795,-64.0725,30,1.68947368421053,83.13,30.7592896
PAL1112,"2012-01-26 00:00:00",-64.7795,-64.0725,40,1.72982456140351,87.4633333333333,31.5224374
PAL1112,"2012-01-26 00:00:00",-64.7795,-64.0725,50,1.74035087719298,88.7966666666667,31.5224374
PAL1112,"2012-01-30 00:00:00",-64.8138333,-64.04166667,0,1.31929824561404,76.7966666666667,25.0750926
PAL1112,"2012-01-30 00:00:00",-64.8138333,-64.04166667,5,1.32982456140351,75.4633333333333,25.3161024
PAL1112,"2012-01-30 00:00:00",-64.8138333,-64.04166667,10,1.45438596491228,80.7966666666667,27.0187726
PAL1112,"2012-01-30 00:00:00",-64.8138333,-64.04166667,20,1.63684210526316,81.7966666666667,30.2533104
PAL1112,"2012-01-30 00:00:00",-64.8138333,-64.04166667,35,1.13684210526316,69.7966666666667,20.8321974
PAL1112,"2012-01-30 00:00:00",-64.8138333,-64.04166667,50,1.77719298245614,91.13,32.2906
PAL1112,"2012-01-30 00:00:00",-64.8138333,-64.04166667,65,1.79473684210526,91.7966666666667,32.2906
PAL1112,"2012-01-30 00:00:00",-64.7795,-64.0725,0,1.19298245614035,71.7966666666667,22.46076
PAL1112,"2012-01-30 00:00:00",-64.7795,-64.0725,5,1.25789473684211,72.7966666666667,23.640735
PAL1112,"2012-01-30 00:00:00",-64.7795,-64.0725,10,1.01754385964912,65.4633333333333,22.6956406
PAL1112,"2012-01-30 00:00:00",-64.7795,-64.0725,20,1.57368421052632,82.7966666666667,29.2480384
PAL1112,"2012-01-30 00:00:00",-64.7795,-64.0725,30,1.64561403508772,85.13,30.5060214
PAL1112,"2012-01-30 00:00:00",-64.7795,-64.0725,40,1.03684210526316,53.4633333333333,11.592731904
PAL1112,"2012-01-30 00:00:00",-64.7795,-64.0725,50,1.73684210526316,91.13,31.2674976
PAL1112,"2012-02-07 00:00:00",-64.8138333,-64.04166667,0,1.12456140350877,69.13,20.6017744
PAL1112,"2012-02-07 00:00:00",-64.8138333,-64.04166667,5,1.11908931698774,63.2680722891566,20.416196
PAL1112,"2012-02-07 00:00:00",-64.8138333,-64.04166667,10,1.01576182136602,64.171686746988,20.87429776
PAL1112,"2012-02-07 00:00:00",-64.8138333,-64.04166667,20,1.215411558669,67.7861445783132,22.49845904
PAL1112,"2012-02-07 00:00:00",-64.8138333,-64.04166667,35,1.1260945709282,65.3765060240964,22.49845904
PAL1112,"2012-02-07 00:00:00",-64.8138333,-64.04166667,50,1.13660245183888,64.171686746988,21.10433936
PAL1112,"2012-02-07 00:00:00",-64.8138333,-64.04166667,65,1.2784588441331,68.0873493975904,21.79842704
PAL1112,"2012-02-07 00:00:00",-64.7795,-64.0725,0,1.26094570928196,65.9789156626506,22.733124
PAL1112,"2012-02-07 00:00:00",-64.7795,-64.0725,5,1.35726795096322,68.0873493975904,22.733124
PAL1112,"2012-02-07 00:00:00",-64.7795,-64.0725,10,1.32049036777583,67.7861445783132,21.79842704
PAL1112,"2012-02-07 00:00:00",-64.7795,-64.0725,20,1.19614711033275,68.0873493975904,22.26445456
PAL1112,"2012-02-07 00:00:00",-64.7795,-64.0725,30,1.17162872154116,64.7740963855422,22.03111056
PAL1112,"2012-02-07 00:00:00",-64.7795,-64.0725,40,1.18739054290718,66.2801204819277,23.20443536
PAL1112,"2012-02-07 00:00:00",-64.7795,-64.0725,50,1.10858143607706,64.7740963855422,22.26445456
PAL1112,"2012-02-09 00:00:00",-64.8138333,-64.04166667,0,1.11908931698774,62.6656626506024,20.64491664
PAL1112,"2012-02-09 00:00:00",-64.8138333,-64.04166667,20,1.13835376532399,61.1596385542169,21.10433936
PAL1112,"2012-02-09 00:00:00",-64.8138333,-64.04166667,10,1.1260945709282,62.0632530120482,20.416196
PAL1112,"2012-02-09 00:00:00",-64.8138333,-64.04166667,5,1.12084063047285,63.5692771084337,20.416196
PAL1112,"2012-02-09 00:00:00",-64.8138333,-64.04166667,35,1.41856392294221,71.4006024096386,25.84387216
PAL1112,"2012-02-09 00:00:00",-64.8138333,-64.04166667,50,1.60420315236427,78.328313253012,29.82571664
PAL1112,"2012-02-09 00:00:00",-64.8138333,-64.04166667,65,1.68476357267951,81.039156626506,29.82571664
PAL1112,"2012-02-13 00:00:00",-64.8138333,-64.04166667,0,1.12084063047285,70.1957831325301,22.96844944
PAL1112,"2012-02-13 00:00:00",-64.8138333,-64.04166667,5,1.09807355516637,67.183734939759,22.49845904
PAL1112,"2012-02-13 00:00:00",-64.8138333,-64.04166667,10,1.58669001751313,81.3403614457831,29.06624144
PAL1112,"2012-02-13 00:00:00",-64.8138333,-64.04166667,20,1.17338003502627,69.2921686746988,22.96844944
PAL1112,"2012-02-13 00:00:00",-64.8138333,-64.04166667,35,1.23642732049037,66.8825301204819,23.67838864
PAL1112,"2012-02-13 00:00:00",-64.8138333,-64.04166667,50,1.55866900175131,75.6174698795181,28.56322704
PAL1112,"2012-02-13 00:00:00",-64.8138333,-64.04166667,65,1.65323992994746,78.0271084337349,29.82571664
PAL1112,"2012-02-13 00:00:00",-64.7795,-64.0725,0,1.15411558669002,63.5692771084337,22.26445456
PAL1112,"2012-02-13 00:00:00",-64.7795,-64.0725,5,1.09807355516637,67.7861445783132,22.03111056
PAL1112,"2012-02-13 00:00:00",-64.7795,-64.0725,10,1.15936952714536,68.6897590361446,18.61020816
PAL1112,"2012-02-13 00:00:00",-64.7795,-64.0725,20,1.17338003502627,68.0873493975904,23.67838864
PAL1112,"2012-02-13 00:00:00",-64.7795,-64.0725,30,1.34500875656743,69.2921686746988,24.63422096
PAL1112,"2012-02-13 00:00:00",-64.7795,-64.0725,40,1.23642732049037,68.3885542168675,24.39427216
PAL1112,"2012-02-13 00:00:00",-64.7795,-64.0725,50,1.37828371278459,71.4006024096386,26.57758864
PAL1112,"2012-02-17 00:00:00",-64.7795,-64.0725,0,0.94045534150613,67.4849397590361,22.733124
PAL1112,"2012-02-17 00:00:00",-64.7795,-64.0725,5,1.09281961471103,66.8825301204819,22.49845904
PAL1112,"2012-02-17 00:00:00",-64.7795,-64.0725,10,1.14185639229422,68.0873493975904,22.96844944
PAL1112,"2012-02-17 00:00:00",-64.7795,-64.0725,20,1.30472854640981,70.7981927710843,25.84387216
PAL1112,"2012-02-17 00:00:00",-64.7795,-64.0725,30,1.52714535901926,75.6174698795181,27.565124
PAL1112,"2012-02-17 00:00:00",-64.7795,-64.0725,40,1.64973730297723,80.4367469879518,30.33533584
PAL1112,"2012-02-17 00:00:00",-64.7795,-64.0725,50,1.64798598949212,84.3524096385542,29.82571664
PAL1112,"2012-02-17 00:00:00",-64.8138333,-64.04166667,0,1.06830122591944,66.2801204819277,22.49845904
PAL1112,"2012-02-17 00:00:00",-64.8138333,-64.04166667,5,1.0507880910683,64.472891566265,22.733124
PAL1112,"2012-02-17 00:00:00",-64.8138333,-64.04166667,10,1.07005253940455,67.4849397590361,22.49845904
PAL1112,"2012-02-17 00:00:00",-64.8138333,-64.04166667,20,1.39054290718039,70.1957831325301,26.332356
PAL1112,"2012-02-17 00:00:00",-64.8138333,-64.04166667,35,1.53940455341506,73.8102409638554,29.06624144
PAL1112,"2012-02-17 00:00:00",-64.8138333,-64.04166667,50,1.6584938704028,79.5331325301205,31.10471824
PAL1112,"2012-02-17 00:00:00",-64.8138333,-64.04166667,65,1.75656742556918,87.3644578313253,32.40023184
PAL1112,"2012-02-20 00:00:00",-64.8138333,-64.04166667,0,1.28546409807355,71.0993975903614,25.60062096
PAL1112,"2012-02-20 00:00:00",-64.8138333,-64.04166667,5,1.25218914185639,71.4006024096386,26.08778384
PAL1112,"2012-02-20 00:00:00",-64.8138333,-64.04166667,10,1.30998248686515,67.4849397590361,26.08778384
PAL1112,"2012-02-20 00:00:00",-64.8138333,-64.04166667,20,1.34676007005254,66.8825301204819,25.84387216
PAL1112,"2012-02-20 00:00:00",-64.8138333,-64.04166667,35,1.66549912434326,78.0271084337349,30.33533584
PAL1112,"2012-02-20 00:00:00",-64.8138333,-64.04166667,50,1.76882661996497,86.7620481927711,31.62094224
PAL1112,"2012-02-20 00:00:00",-64.8138333,-64.04166667,65,1.70577933450088,84.9548192771084,31.88004496
PAL1112,"2012-02-20 00:00:00",-64.7795,-64.0725,0,1.14535901926445,66.2801204819277,22.96844944
PAL1112,"2012-02-20 00:00:00",-64.7795,-64.0725,5,1.14360770577933,67.4849397590361,23.67838864
PAL1112,"2012-02-20 00:00:00",-64.7795,-64.0725,10,1.23292469352014,68.3885542168675,24.39427216
PAL1112,"2012-02-20 00:00:00",-64.7795,-64.0725,20,1.43607705779335,74.4126506024096,27.31724944
PAL1112,"2012-02-20 00:00:00",-64.7795,-64.0725,30,1.43607705779335,76.2198795180723,28.56322704
PAL1112,"2012-02-20 00:00:00",-64.7795,-64.0725,40,1.39579684763573,81.3403614457831,30.080196
PAL1112,"2012-02-20 00:00:00",-64.7795,-64.0725,50,1.69352014010508,84.3524096385542,30.59113616
PAL1112,"2012-02-23 00:00:00",-64.8138333,-64.04166667,0,1.13485113835377,69.2921686746988,23.67838864
PAL1112,"2012-02-23 00:00:00",-64.8138333,-64.04166667,5,1.14185639229422,68.6897590361446,23.44108176
PAL1112,"2012-02-23 00:00:00",-64.8138333,-64.04166667,10,1.2784588441331,68.9909638554217,25.84387216
PAL1112,"2012-02-23 00:00:00",-64.8138333,-64.04166667,20,1.46234676007005,74.7138554216867,28.06285456
PAL1112,"2012-02-23 00:00:00",-64.8138333,-64.04166667,35,1.51138353765324,73.8102409638554,28.56322704
PAL1112,"2012-02-23 00:00:00",-64.8138333,-64.04166667,50,1.52889667250438,81.3403614457831,29.82571664
PAL1112,"2012-02-23 00:00:00",-64.8138333,-64.04166667,65,1.63922942206655,82.8463855421687,30.33533584
PAL1112,"2012-02-23 00:00:00",-64.7795,-64.0725,0,1.01751313485114,67.7861445783132,23.20443536
PAL1112,"2012-02-23 00:00:00",-64.7795,-64.0725,5,1.01576182136602,69.5933734939759,24.15498384
PAL1112,"2012-02-23 00:00:00",-64.7795,-64.0725,10,1.23817863397548,72.605421686747,25.1161
PAL1112,"2012-02-23 00:00:00",-64.7795,-64.0725,20,1.3415061295972,73.5090361445783,27.07003536
PAL1112,"2012-02-23 00:00:00",-64.7795,-64.0725,30,1.54816112084063,75.9186746987952,27.31724944
PAL1112,"2012-02-23 00:00:00",-64.7795,-64.0725,40,1.5061295971979,76.2198795180723,28.56322704
PAL1112,"2012-02-23 00:00:00",-64.7795,-64.0725,50,1.30647985989492,76.5210843373494,29.57189776
PAL1112,"2012-03-01 00:00:00",-64.7795,-64.0725,0,1.04903677758319,66.8825301204819,23.20443536
PAL1112,"2012-03-01 00:00:00",-64.7795,-64.0725,5,1.07705779334501,68.3885542168675,23.44108176
PAL1112,"2012-03-01 00:00:00",-64.7795,-64.0725,10,1.06830122591944,68.9909638554217,23.20443536
PAL1112,"2012-03-01 00:00:00",-64.7795,-64.0725,20,1.0630472854641,67.7861445783132,23.20443536
PAL1112,"2012-03-01 00:00:00",-64.7795,-64.0725,30,1.10880829015544,67.1349693251534,23.38187584
PAL1112,"2012-03-01 00:00:00",-64.7795,-64.0725,40,1.21934369602763,71.1226993865031,26.030836
PAL1112,"2012-03-01 00:00:00",-64.7795,-64.0725,50,1.49050086355786,74.8036809815951,27.76006336
PAL1112,"2012-03-06 00:00:00",-64.8138333,-64.04166667,0,1.03108808290155,61.6134969325153,22.90922816
PAL1112,"2012-03-06 00:00:00",-64.8138333,-64.04166667,5,1.06735751295337,60.3865030674847,23.38187584
PAL1112,"2012-03-06 00:00:00",-64.8138333,-64.04166667,10,1.06217616580311,60.6932515337423,23.85728704
PAL1112,"2012-03-06 00:00:00",-64.8138333,-64.04166667,20,1.04145077720207,61.3067484662577,23.619236
PAL1112,"2012-03-06 00:00:00",-64.8138333,-64.04166667,35,1.12262521588946,60.6932515337423,23.619236
PAL1112,"2012-03-06 00:00:00",-64.8138333,-64.04166667,50,1.12953367875648,62.2269938650307,23.85728704
PAL1112,"2012-03-06 00:00:00",-64.8138333,-64.04166667,65,1.16062176165803,62.5337423312883,24.33546176
PAL1112,"2012-03-06 00:00:00",-64.7795,-64.0725,0,0.998272884283247,60.6932515337423,21.97222336
PAL1112,"2012-03-06 00:00:00",-64.7795,-64.0725,5,1.00345423143351,59.159509202454,22.439344
PAL1112,"2012-03-06 00:00:00",-64.7795,-64.0725,10,1.02417962003454,58.239263803681,22.67394064
PAL1112,"2012-03-06 00:00:00",-64.7795,-64.0725,20,1.02763385146805,58.239263803681,22.67394064
PAL1112,"2012-03-06 00:00:00",-64.7795,-64.0725,30,1.03626943005181,57.9325153374233,22.90922816
PAL1112,"2012-03-06 00:00:00",-64.7795,-64.0725,40,1.09153713298791,58.5460122699387,23.38187584
PAL1112,"2012-03-06 00:00:00",-64.7795,-64.0725,50,1.09326424870466,56.7055214723926,23.619236
PAL1112,"2012-03-09 00:00:00",-64.8138333,-64.04166667,0,1.07599309153713,54.2515337423313,22.439344
PAL1112,"2012-03-09 00:00:00",-64.8138333,-64.04166667,5,1.07253886010363,54.8650306748466,22.439344
PAL1112,"2012-03-09 00:00:00",-64.8138333,-64.04166667,10,1.07253886010363,54.8650306748466,22.20543824
PAL1112,"2012-03-09 00:00:00",-64.8138333,-64.04166667,20,1.06390328151986,54.558282208589,21.97222336
PAL1112,"2012-03-09 00:00:00",-64.8138333,-64.04166667,35,1.06908462867012,54.8650306748466,21.97222336
PAL1112,"2012-03-09 00:00:00",-64.8138333,-64.04166667,50,1.0846286701209,53.0245398773006,22.67394064
PAL1112,"2012-03-09 00:00:00",-64.8138333,-64.04166667,65,1.30742659758204,62.2269938650307,25.30010176
PAL1112,"2012-03-09 00:00:00",-64.7795,-64.0725,0,0.937823834196891,57.9325153374233,22.20543824
PAL1112,"2012-03-09 00:00:00",-64.7795,-64.0725,5,0.94300518134715,57.319018404908,22.20543824
PAL1112,"2012-03-09 00:00:00",-64.7795,-64.0725,10,0.951640759930916,57.6257668711656,22.439344
PAL1112,"2012-03-09 00:00:00",-64.7795,-64.0725,20,0.944732297063903,58.239263803681,22.67394064
PAL1112,"2012-03-09 00:00:00",-64.7795,-64.0725,30,1.05699481865285,57.0122699386503,23.14520656
PAL1112,"2012-03-09 00:00:00",-64.7795,-64.0725,40,1.14162348877375,58.5460122699387,24.09602896
PAL1112,"2012-03-09 00:00:00",-64.7795,-64.0725,50,1.19170984455959,60.079754601227,24.57558544
PAL1112,"2012-03-12 00:00:00",-64.8138333,-64.04166667,0,0.970639032815199,57.0122699386503,22.20543824
PAL1112,"2012-03-12 00:00:00",-64.8138333,-64.04166667,5,1.00863557858377,59.159509202454,22.20543824
PAL1112,"2012-03-12 00:00:00",-64.8138333,-64.04166667,10,1.01554404145078,58.8527607361963,22.439344
PAL1112,"2012-03-12 00:00:00",-64.8138333,-64.04166667,20,1.09499136442142,57.319018404908,22.67394064
PAL1112,"2012-03-12 00:00:00",-64.8138333,-64.04166667,35,1.17789291882556,54.8650306748466,23.619236
PAL1112,"2012-03-12 00:00:00",-64.8138333,-64.04166667,50,1.27461139896373,58.5460122699387,25.30010176
PAL1112,"2012-03-12 00:00:00",-64.8138333,-64.04166667,65,1.53367875647668,69.2822085889571,28.76339264
PAL1112,"2012-03-12 00:00:00",-64.7795,-64.0725,0,0.975820379965458,56.7055214723926,21.73969936
PAL1112,"2012-03-12 00:00:00",-64.7795,-64.0725,5,0.946459412780656,56.7055214723926,21.97222336
PAL1112,"2012-03-12 00:00:00",-64.7795,-64.0725,10,1.07599309153713,57.9325153374233,22.67394064
PAL1112,"2012-03-12 00:00:00",-64.7795,-64.0725,20,1.06735751295337,58.5460122699387,23.85728704
PAL1112,"2012-03-12 00:00:00",-64.7795,-64.0725,30,1.22279792746114,57.9325153374233,24.57558544
PAL1112,"2012-03-12 00:00:00",-64.7795,-64.0725,40,1.30224525043178,59.159509202454,25.30010176
PAL1112,"2012-03-12 00:00:00",-64.7795,-64.0725,50,1.39205526770294,64.680981595092,26.27579584
PAL1112,"2012-03-19 00:00:00",-64.8138333,-64.04166667,0,0.761658031088083,26.7361963190184,5.0062468144
PAL1112,"2012-03-19 00:00:00",-64.8138333,-64.04166667,5,0.994818652849741,60.3865030674847,23.14520656
PAL1112,"2012-03-19 00:00:00",-64.8138333,-64.04166667,10,0.974093264248705,56.0920245398773,23.85728704
PAL1112,"2012-03-19 00:00:00",-64.8138333,-64.04166667,20,0.996545768566494,55.7852760736196,25.30010176
PAL1112,"2012-03-19 00:00:00",-64.8138333,-64.04166667,35,1.27288428324698,62.5337423312883,27.01482064
PAL1112,"2012-03-19 00:00:00",-64.8138333,-64.04166667,50,1.39205526770294,70.2024539877301,30.80321344
PAL1112,"2012-03-19 00:00:00",-64.8138333,-64.04166667,65,1.62003454231433,75.4171779141104,32.88725056
PAL1112,"2012-03-19 00:00:00",-64.7795,-64.0725,0,0.941278065630397,58.239263803681,26.52144656
PAL1112,"2012-03-19 00:00:00",-64.7795,-64.0725,5,1.03454231433506,58.5460122699387,25.05790544
PAL1112,"2012-03-19 00:00:00",-64.7795,-64.0725,10,0.972366148531952,58.8527607361963,24.57558544
PAL1112,"2012-03-19 00:00:00",-64.7795,-64.0725,20,1.03972366148532,59.7730061349693,25.54298896
PAL1112,"2012-03-19 00:00:00",-64.7795,-64.0725,30,1.32124352331606,65.9079754601227,28.76339264
PAL1112,"2012-03-19 00:00:00",-64.7795,-64.0725,40,1.56131260794473,71.7361963190184,31.32007744
PAL1112,"2012-03-19 00:00:00",-64.7795,-64.0725,50,1.42141623488774,72.6564417177914,30.28911296
PAL1213,"2012-10-31 11:00:00",-64.7795,-64.0725,0,1.518,63.014,28.786
PAL1213,"2012-10-31 11:00:00",-64.7795,-64.0725,5,1.02,67.746,28.371
PAL1213,"2012-10-31 11:00:00",-64.7795,-64.0725,10,2.013,65.674,29.192
PAL1213,"2012-10-31 11:00:00",-64.7795,-64.0725,20,1.595,64.0815,29.767
PAL1213,"2012-10-31 11:00:00",-64.7795,-64.0725,30,1.26,66.897,29.49
